20230806042047: Script
20230807034636:  was not Matched
20230807034641: Check =0

20230807034641:  was not Matched
20230807034648: Check =0

20230807034648:  was not Matched
20230807034654: Check =0

20230807034654:  was not Matched
20230807034702: Check =0

20230807034702:  was not Matched
20230807034709: Check =0

20230807034709:  was not Matched
20230807034715: Check =0

20230807034715:  was not Matched
20230807034721: Check =0

20230807034721:  was not Matched
20230807034742: Check =0

20230807034742:  was not Matched
20230807034751: Check =0

20230807034751:  was not Matched
20230807034800: Check =0

20230807034800:  was not Matched
20230807034808: Check =0

20230807034808:  was not Matched
20230807034817: Check =1

20230807034817:  was Matched
20230807034826: Check =0

20230807034826:  was not Matched
20230807034833: Check =0

20230807034833:  was not Matched
20230807034840: Check =0

20230807034840:  was not Matched
20230807034846: Check =0

20230807034846:  was not Matched
20230807034853: Check =0

20230807034853:  was not Matched
20230807034859: Check =1

20230807034859:  was Matched
20230807034906: Check =0

20230807034906:  was not Matched
20230807034912: Check =0

20230807034912:  was not Matched
20230807034918: Check =0

20230807034918:  was not Matched
20230807034924: Check =0

20230807034924:  was not Matched
20230807034929: Check =0

20230807034929:  was not Matched
20230807034935: Check =0

20230807034935:  was not Matched
20230807034941: Check =1

20230807034941:  was Matched
20230807034947: Check =0

20230807034947:  was not Matched
20230807034955: Check =0

20230807034955:  was not Matched
20230807035003: Check =0

20230807035003:  was not Matched
20230807035014: Check =0

20230807035014:  was not Matched
20230807035024: Check =0

20230807035024:  was not Matched
20230807035032: Check =0

20230807035032:  was not Matched
20230807035040: Check =0

20230807035040:  was not Matched
20230807035048: Check =0

20230807035048:  was not Matched
20230807035056: Check =1

20230807035056:  was Matched
20230807035104: Check =0

20230807035104:  was not Matched
20230807035111: Check =0

20230807035111:  was not Matched
20230807035119: Check =0

20230807035119:  was not Matched
20230807035130: Check =0

20230807035130:  was not Matched
20230807035142: Check =0

20230807035142:  was not Matched
20230807035150: Check =0

20230807035150:  was not Matched
20230807035156: Check =0

20230807035156:  was not Matched
20230807035203: Check =0

20230807035203:  was not Matched
20230807035210: Check =0

20230807035210:  was not Matched
20230807035217: Check =0

20230807035217:  was not Matched
20230807035225: Check =1

20230807035225:  was Matched
20230807035232: Check =0

20230807035232:  was not Matched
20230807035239: Check =0

20230807035239:  was not Matched
20230807035244: Check =0

20230807035244:  was not Matched
20230807035251: Check =0

20230807035251:  was not Matched
20230807035257: Check =0

20230807035257:  was not Matched
20230807035302: Check =0

20230807035302:  was not Matched
20230807035308: Check =0

20230807035308:  was not Matched
20230807035314: Check =0

20230807035314:  was not Matched
20230807035319: Check =0

20230807035319:  was not Matched
20230807035324: Check =0

20230807035324:  was not Matched
20230807035329: Check =0

20230807035329:  was not Matched
20230807035334: Check =0

20230807035334:  was not Matched
20230807035339: Check =0

20230807035339:  was not Matched
20230807035344: Check =0

20230807035344:  was not Matched
20230807035425: Check =0

20230807035425:  was not Matched
20230807035436: Check =0

20230807035436:  was not Matched
20230807035445: Check =0

20230807035445:  was not Matched
20230807035454: Check =0

20230807035454:  was not Matched
20230807035502: Check =0

20230807035502:  was not Matched
20230807035513: Check =0

20230807035513:  was not Matched
20230807035525: Check =0

20230807035525:  was not Matched
20230807035537: Check =0

20230807035537:  was not Matched
20230807035546: Check =0

20230807035546:  was not Matched
20230807035557: Check =0

20230807035557:  was not Matched
20230807035605: Check =0

20230807035605:  was not Matched
20230807035612: Check =1

20230807035612:  was Matched
20230807035618: Check =0

20230807035618:  was not Matched
20230807035626: Check =0

20230807035626:  was not Matched
20230807035633: Check =0

20230807035633:  was not Matched
20230807035640: Check =0

20230807035640:  was not Matched
20230807035648: Check =0

20230807035648:  was not Matched
20230807035657: Check =0

20230807035657:  was not Matched
20230807035706: Check =0

20230807035706:  was not Matched
20230807035714: Check =0

20230807035714:  was not Matched
20230807035720: Check =0

20230807035720:  was not Matched
20230807035727: Check =0

20230807035727:  was not Matched
20230807035733: Check =0

20230807035733:  was not Matched
20230807035741: Check =0

20230807035741:  was not Matched
20230807035748: Check =1

20230807035748:  was Matched
20230807035755: Check =0

20230807035755:  was not Matched
20230807035801: Check =0

20230807035801:  was not Matched
20230807035808: Check =0

20230807035809:  was not Matched
20230807035815: Check =0

20230807035815:  was not Matched
20230807035822: Check =0

20230807035822:  was not Matched
20230807035833: Check =0

20230807035833:  was not Matched
20230807035844: Check =0

20230807035844:  was not Matched
20230807035853: Check =0

20230807035853:  was not Matched
20230807035900: Check =0

20230807035900:  was not Matched
20230807035906: Check =0

20230807035906:  was not Matched
20230807035915: Check =0

20230807035915:  was not Matched
20230807035922: Check =0

20230807035922:  was not Matched
20230807035930: Check =0

20230807035930:  was not Matched
20230807035938: Check =1

20230807035938:  was Matched
20230807035938: Check =
20230807035945: Check =0

20230807035945:  was not Matched
20230807035951: Check =1

20230807035951:  was Matched
20230807035959: Check =0

20230807035959:  was not Matched
20230807040007: Check =0

20230807040007:  was not Matched
20230807040019: Check =0

20230807040019:  was not Matched
20230807040028: Check =1

20230807040028:  was Matched
20230807040038: Check =0

20230807040038:  was not Matched
20230807040045: Check =0

20230807040045:  was not Matched
20230807040053: Check =0

20230807040053:  was not Matched
20230807040059: Check =0

20230807040059:  was not Matched
20230807040106: Check =0

20230807040106:  was not Matched
20230807040112: Check =0

20230807040112:  was not Matched
20230807040119: Check =0

20230807040119:  was not Matched
20230807040125: Check =0

20230807040125:  was not Matched
20230807040132: Check =0

20230807040132:  was not Matched
20230807040139: Check =0

20230807040139:  was not Matched
20230807040146: Check =0

20230807040146:  was not Matched
20230807040151: Check =0

20230807040151:  was not Matched
20230807040158: Check =0

20230807040158:  was not Matched
20230807040205: Check =0

20230807040205:  was not Matched
20230807040223: Check =0

20230807040223:  was not Matched
20230807040228: Check =0

20230807040228:  was not Matched
20230807040235: Check =0

20230807040235:  was not Matched
20230807040244: Check =0

20230807040244:  was not Matched
20230807040252: Check =1

20230807040252:  was Matched
20230807040258: Check =0

20230807040258:  was not Matched
20230807040304: Check =0

20230807040304:  was not Matched
20230807040310: Check =0

20230807040310:  was not Matched
20230807040319: Check =0

20230807040319:  was not Matched
20230807040326: Check =0

20230807040326:  was not Matched
20230807040333: Check =1

20230807040333:  was Matched
20230807040342: Check =0

20230807040342:  was not Matched
20230807040350: Check =0

20230807040350:  was not Matched
20230807040358: Check =0

20230807040358:  was not Matched
20230807040406: Check =0

20230807040406:  was not Matched
20230807040413: Check =0

20230807040413:  was not Matched
20230807040420: Check =0

20230807040420:  was not Matched
20230807040427: Check =1

20230807040427:  was Matched
20230807040435: Check =0

20230807040435:  was not Matched
20230807040444: Check =0

20230807040444:  was not Matched
20230807040451: Check =0

20230807040451:  was not Matched
20230807040457: Check =0

20230807040457:  was not Matched
20230807040504: Check =0

20230807040504:  was not Matched
20230807040510: Check =0

20230807040510:  was not Matched
20230807040516: Check =0

20230807040516:  was not Matched
20230807040521: Check =0

20230807040521:  was not Matched
20230807040528: Check =1

20230807040528:  was Matched
20230807040536: Check =0

20230807040536:  was not Matched
20230807040543: Check =0

20230807040543:  was not Matched
20230807040550: Check =0

20230807040550:  was not Matched
20230807040557: Check =0

20230807040557:  was not Matched
20230807040606: Check =0

20230807040606:  was not Matched
20230807040615: Check =0

20230807040615:  was not Matched
20230807040625: Check =0

20230807040625:  was not Matched
20230807040632: Check =0

20230807040632:  was not Matched
20230807040639: Check =0

20230807040639:  was not Matched
20230807040648: Check =0

20230807040648:  was not Matched
20230807040655: Check =1

20230807040655:  was Matched
20230807040701: Check =0

20230807040701:  was not Matched
20230807040707: Check =0

20230807040707:  was not Matched
20230807040714: Check =0

20230807040714:  was not Matched
20230807040723: Check =0

20230807040723:  was not Matched
20230807040736: Check =0

20230807040736:  was not Matched
20230807040745: Check =0

20230807040745:  was not Matched
20230807040753: Check =0

20230807040753:  was not Matched
20230807040800: Check =0

20230807040800:  was not Matched
20230807040808: Check =0

20230807040808:  was not Matched
20230807040815: Check =0

20230807040815:  was not Matched
20230807040822: Check =0

20230807040822:  was not Matched
20230807040829: Check =0

20230807040829:  was not Matched
20230807040836: Check =0

20230807040836:  was not Matched
20230807040844: Check =0

20230807040844:  was not Matched
20230807040912: Check =0

20230807040912:  was not Matched
20230807040919: Check =0

20230807040919:  was not Matched
20230807040925: Check =0

20230807040925:  was not Matched
20230807040931: Check =0

20230807040931:  was not Matched
20230807040937: Check =0

20230807040937:  was not Matched
20230807040943: Check =0

20230807040943:  was not Matched
20230807040947: Check =0

20230807040947:  was not Matched
20230807040953: Check =0

20230807040953:  was not Matched
20230807040958: Check =0

20230807040958:  was not Matched
20230807041003: Check =0

20230807041003:  was not Matched
20230807041007: Check =0

20230807041007:  was not Matched
20230807041013: Check =1

20230807041013:  was Matched
20230807041018: Check =0

20230807041018:  was not Matched
20230807041026: Check =0

20230807041026:  was not Matched
20230807041032: Check =0

20230807041032:  was not Matched
20230807041038: Check =0

20230807041038:  was not Matched
20230807041046: Check =0

20230807041046:  was not Matched
20230807041052: Check =0

20230807041052:  was not Matched
20230807041059: Check =0

20230807041059:  was not Matched
20230807041106: Check =0

20230807041106:  was not Matched
20230807041113: Check =0

20230807041113:  was not Matched
20230807041120: Check =0

20230807041120:  was not Matched
20230807041127: Check =0

20230807041127:  was not Matched
20230807041135: Check =0

20230807041135:  was not Matched
20230807041142: Check =1

20230807041142:  was Matched
20230807041148: Check =0

20230807041148:  was not Matched
20230807041154: Check =0

20230807041154:  was not Matched
20230807041202: Check =0

20230807041202:  was not Matched
20230807041210: Check =0

20230807041210:  was not Matched
20230807041219: Check =0

20230807041219:  was not Matched
20230807041227: Check =0

20230807041227:  was not Matched
20230807041236: Check =0

20230807041236:  was not Matched
20230807041242: Check =0

20230807041242:  was not Matched
20230807041249: Check =0

20230807041249:  was not Matched
20230807041259: Check =0

20230807041259:  was not Matched
20230807041308: Check =0

20230807041308:  was not Matched
20230807041316: Check =0

20230807041316:  was not Matched
20230807041323: Check =0

20230807041323:  was not Matched
20230807041330: Check =1

20230807041330:  was Matched
20230807041342: Check =0

20230807041342:  was not Matched
20230807041351: Check =1

20230807041351:  was Matched
20230807041358: Check =0

20230807041358:  was not Matched
20230807041403: Check =0

20230807041403:  was not Matched
20230807041409: Check =0

20230807041409:  was not Matched
20230807041414: Check =0

20230807041414:  was not Matched
20230807041420: Check =0

20230807041420:  was not Matched
20230807041425: Check =0

20230807041425:  was not Matched
20230807041430: Check =0

20230807041430:  was not Matched
20230807041437: Check =0

20230807041437:  was not Matched
20230807041447: Check =0

20230807041447:  was not Matched
20230807041457: Check =0

20230807041457:  was not Matched
20230807041506: Check =0

20230807041506:  was not Matched
20230807041518: Check =0

20230807041518:  was not Matched
20230807041527: Check =0

20230807041527:  was not Matched
20230807041539: Check =0

20230807041539:  was not Matched
20230807054954: Script
20230807055004: Check =1

20230807055004:  was Matched
20230807055008: Check =0

20230807055008:  was not Matched
20230807055013: Check =1

20230807055013:  was Matched
20230807055018: Check =0

20230807055018:  was not Matched
20230807055022: Check =0

20230807055022:  was not Matched
20230807055027: Check =0

20230807055027:  was not Matched
20230807055031: Check =0

20230807055031:  was not Matched
20230807055035: Check =0

20230807055035:  was not Matched
20230807055039: Check =0

20230807055039:  was not Matched
20230807055044: Check =0

20230807055044:  was not Matched
20230807055048: Check =0

20230807055048:  was not Matched
20230807055052: Check =0

20230807055052:  was not Matched
20230807055057: Check =0

20230807055057:  was not Matched
20230807055101: Check =0

20230807055101:  was not Matched
20230807055107: Check =0

20230807055107:  was not Matched
20230807055112: Check =0

20230807055112:  was not Matched
20230807055116: Check =0

20230807055116:  was not Matched
20230807055119: Standard_070d020805010200000000970dds
20230807055137: Check =0

20230807055137:  was not Matched
20230807055142: Check =0

20230807055142:  was not Matched
20230807055148: Check =0

20230807055148:  was not Matched
20230807055154: Check =0

20230807055154:  was not Matched
20230807055159: Check =0

20230807055159:  was not Matched
20230807055205: Check =0

20230807055205:  was not Matched
20230807055212: Check =0

20230807055212:  was not Matched
20230807055217: Check =0

20230807055217:  was not Matched
20230807055222: Check =0

20230807055222:  was not Matched
20230807055227: Check =0

20230807055227:  was not Matched
20230807055232: Check =0

20230807055232:  was not Matched
20230807055236: Check =0

20230807055236:  was not Matched
20230807055240: Check =0

20230807055240:  was not Matched
20230807055250: Check =0

20230807055250:  was not Matched
20230807055257: Tabard_010d024005030100000000620dds
20230807055313: Check =0

20230807055313:  was not Matched
20230807055320: Check =0

20230807055320:  was not Matched
20230807055326: Check =0

20230807055326:  was not Matched
20230807055334: Check =0

20230807055334:  was not Matched
20230807055340: Check =0

20230807055340:  was not Matched
20230807055354: Check =0

20230807055354:  was not Matched
20230807055404: Check =0

20230807055404:  was not Matched
20230807055416: Check =0

20230807055416:  was not Matched
20230807055428: Check =0

20230807055428:  was not Matched
20230807055438: Check =1

20230807055438:  was Matched
20230807055449: Check =0

20230807055449:  was not Matched
20230807055457: Check =0

20230807055457:  was not Matched
20230807055506: Check =0

20230807055506:  was not Matched
20230807055519: Check =0

20230807055519:  was not Matched
20230807055531: Check =0

20230807055531:  was not Matched
20230807055542: Check =0

20230807055542:  was not Matched
20230807055554: Check =0

20230807055554:  was not Matched
20230807055605: Check =0

20230807055605:  was not Matched
20230807055617: Check =0

20230807055617:  was not Matched
20230807055629: Check =0

20230807055629:  was not Matched
20230807055641: Check =0

20230807055641:  was not Matched
20230807055655: Check =0

20230807055655:  was not Matched
20230807055704: Check =0

20230807055704:  was not Matched
20230807055711: Check =0

20230807055711:  was not Matched
20230807055718: Check =0

20230807055718:  was not Matched
20230807055724: Check =1

20230807055724:  was Matched
20230807055730: Check =1

20230807055730:  was Matched
20230807055735: Check =0

20230807055735:  was not Matched
20230807055741: Check =1

20230807055741:  was Matched
20230807055748: Check =0

20230807055748:  was not Matched
20230807055753: Check =0

20230807055753:  was not Matched
20230807055758: Check =0

20230807055758:  was not Matched
20230807055803: Check =0

20230807055803:  was not Matched
20230807055807: Check =0

20230807055807:  was not Matched
20230807055812: Check =0

20230807055812:  was not Matched
20230807055817: Check =0

20230807055817:  was not Matched
20230807055821: Check =1

20230807055821:  was Matched
20230807055826: Check =0

20230807055826:  was not Matched
20230807055832: Check =0

20230807055832:  was not Matched
20230807055840: Check =0

20230807055840:  was not Matched
20230807055844: Check =0

20230807055844:  was not Matched
20230807055848: Check =0

20230807055848:  was not Matched
20230807055853: Check =0

20230807055853:  was not Matched
20230807055859: Check =0

20230807055859:  was not Matched
20230807055908: Check =0

20230807055908:  was not Matched
20230807055915: Check =0

20230807055915:  was not Matched
20230807055922: Check =0

20230807055922:  was not Matched
20230807055928: Check =0

20230807055928:  was not Matched
20230807055934: Check =0

20230807055934:  was not Matched
20230807055940: Check =0

20230807055940:  was not Matched
20230807055947: Check =0

20230807055947:  was not Matched
20230807055954: Check =0

20230807055954:  was not Matched
20230807060000: Check =0

20230807060000:  was not Matched
20230807060032: Tabard_010d024005030100000000620dds
20230807060053: Check =0

20230807060053:  was not Matched
20230807060100: Check =0

20230807060100:  was not Matched
20230807060108: Check =0

20230807060108:  was not Matched
20230807060114: Check =0

20230807060114:  was not Matched
20230807060120: Check =0

20230807060120:  was not Matched
20230807060126: Check =0

20230807060126:  was not Matched
20230807060131: Check =0

20230807060131:  was not Matched
20230807060137: Check =0

20230807060137:  was not Matched
20230807060143: Check =0

20230807060143:  was not Matched
20230807060150: Check =1

20230807060150:  was Matched
20230807060156: Check =0

20230807060156:  was not Matched
20230807060201: Check =0

20230807060201:  was not Matched
20230807060207: Check =0

20230807060207:  was not Matched
20230807060213: Check =0

20230807060213:  was not Matched
20230807060218: Check =0

20230807060218:  was not Matched
20230807060223: Check =0

20230807060223:  was not Matched
20230807060228: Check =0

20230807060228:  was not Matched
20230807060233: Check =0

20230807060233:  was not Matched
20230807060238: Check =0

20230807060238:  was not Matched
20230807060243: Check =0

20230807060243:  was not Matched
20230807060248: Check =0

20230807060248:  was not Matched
20230807060255: Check =0

20230807060255:  was not Matched
20230807060300: Check =0

20230807060300:  was not Matched
20230807060306: Check =0

20230807060306:  was not Matched
20230807060313: Check =0

20230807060313:  was not Matched
20230807060320: Check =1

20230807060320:  was Matched
20230807060326: Check =1

20230807060326:  was Matched
20230807060332: Check =0

20230807060332:  was not Matched
20230807060339: Check =1

20230807060339:  was Matched
20230807060346: Check =0

20230807060346:  was not Matched
20230807060353: Check =0

20230807060353:  was not Matched
20230807060400: Check =0

20230807060400:  was not Matched
20230807060406: Check =0

20230807060406:  was not Matched
20230807060412: Check =0

20230807060412:  was not Matched
20230807060417: Check =0

20230807060417:  was not Matched
20230807060422: Check =0

20230807060422:  was not Matched
20230807060427: Check =1

20230807060427:  was Matched
20230807060432: Check =0

20230807060432:  was not Matched
20230807060437: Check =0

20230807060437:  was not Matched
20230807060441: Check =0

20230807060441:  was not Matched
20230807060446: Check =0

20230807060446:  was not Matched
20230807060450: Check =0

20230807060450:  was not Matched
20230807060455: Check =0

20230807060455:  was not Matched
20230807060500: Check =0

20230807060500:  was not Matched
20230807060505: Check =0

20230807060505:  was not Matched
20230807060510: Check =0

20230807060510:  was not Matched
20230807060514: Check =0

20230807060514:  was not Matched
20230807060519: Check =0

20230807060519:  was not Matched
20230807060524: Check =0

20230807060524:  was not Matched
20230807060529: Check =0

20230807060529:  was not Matched
20230807060534: Check =0

20230807060534:  was not Matched
20230807060538: Check =0

20230807060538:  was not Matched
20230807060543: Check =0

20230807060543:  was not Matched
20230807060552: Tabard_010d024005030100000000620dds
20230807060608: Check =0

20230807060608:  was not Matched
20230807060616: Check =0

20230807060616:  was not Matched
20230807060621: Check =0

20230807060621:  was not Matched
20230807060627: Check =0

20230807060627:  was not Matched
20230807060632: Check =0

20230807060632:  was not Matched
20230807060639: Check =0

20230807060639:  was not Matched
20230807060645: Check =0

20230807060645:  was not Matched
20230807060655: Check =0

20230807060655:  was not Matched
20230807060700: Check =0

20230807060700:  was not Matched
20230807060706: Check =1

20230807060706:  was Matched
20230807060712: Check =0

20230807060712:  was not Matched
20230807060718: Check =0

20230807060718:  was not Matched
20230807060725: Check =0

20230807060725:  was not Matched
20230807060735: Check =0

20230807060735:  was not Matched
20230807060742: Check =0

20230807060742:  was not Matched
20230807060749: Check =0

20230807060749:  was not Matched
20230807060756: Check =0

20230807060756:  was not Matched
20230807060802: Check =0

20230807060802:  was not Matched
20230807060807: Check =0

20230807060807:  was not Matched
20230807060812: Check =0

20230807060812:  was not Matched
20230807060817: Check =0

20230807060817:  was not Matched
20230807060823: Check =0

20230807060823:  was not Matched
20230807060828: Check =0

20230807060828:  was not Matched
20230807060833: Check =0

20230807060833:  was not Matched
20230807060838: Check =0

20230807060838:  was not Matched
20230807060843: Check =0

20230807060843:  was not Matched
20230807060848: Check =0

20230807060848:  was not Matched
20230807060854: Check =1

20230807060854:  was Matched
20230807060854: Check =
20230807060900: Check =1

20230807060900:  was Matched
20230807060907: Check =0

20230807060907:  was not Matched
20230807060914: Check =0

20230807060914:  was not Matched
20230807060921: Check =1

20230807060921:  was Matched
20230807060928: Check =0

20230807060928:  was not Matched
20230807060937: Check =0

20230807060937:  was not Matched
20230807060944: Check =0

20230807060944:  was not Matched
20230807060950: Check =0

20230807060950:  was not Matched
20230807060956: Check =0

20230807060956:  was not Matched
20230807061003: Check =0

20230807061003:  was not Matched
20230807061009: Check =0

20230807061009:  was not Matched
20230807061014: Check =0

20230807061014:  was not Matched
20230807061019: Check =1

20230807061019:  was Matched
20230807061024: Check =0

20230807061024:  was not Matched
20230807061029: Check =0

20230807061029:  was not Matched
20230807061034: Check =0

20230807061034:  was not Matched
20230807061039: Check =0

20230807061039:  was not Matched
20230807061044: Check =0

20230807061044:  was not Matched
20230807061049: Check =0

20230807061049:  was not Matched
20230807061054: Check =0

20230807061054:  was not Matched
20230807061059: Check =0

20230807061059:  was not Matched
20230807061105: Check =0

20230807061105:  was not Matched
20230807061110: Check =0

20230807061110:  was not Matched
20230807061116: Check =1

20230807061116:  was Matched
20230807061122: Check =0

20230807061122:  was not Matched
20230807061127: Check =0

20230807061127:  was not Matched
20230807061132: Check =0

20230807061132:  was not Matched
20230807061137: Check =0

20230807061137:  was not Matched
20230807061142: Check =0

20230807061142:  was not Matched
20230807061147: Check =0

20230807061147:  was not Matched
20230807061153: Check =0

20230807061153:  was not Matched
20230807061159: Check =0

20230807061159:  was not Matched
20230807061204: Check =0

20230807061204:  was not Matched
20230807061211: Check =0

20230807061211:  was not Matched
20230807061217: Check =0

20230807061217:  was not Matched
20230807061223: Check =1

20230807061223:  was Matched
20230807061229: Check =0

20230807061229:  was not Matched
20230807061234: Check =0

20230807061234:  was not Matched
20230807061239: Check =0

20230807061239:  was not Matched
20230807061244: Check =0

20230807061244:  was not Matched
20230807061249: Check =0

20230807061249:  was not Matched
20230807061254: Check =0

20230807061254:  was not Matched
20230807061259: Check =0

20230807061259:  was not Matched
20230807061305: Check =0

20230807061305:  was not Matched
20230807061310: Check =0

20230807061310:  was not Matched
20230807061316: Check =0

20230807061316:  was not Matched
20230807061322: Check =0

20230807061322:  was not Matched
20230807061328: Check =0

20230807061328:  was not Matched
20230807061335: Check =0

20230807061335:  was not Matched
20230807061341: Check =0

20230807061341:  was not Matched
20230807061345: Check =0

20230807061345:  was not Matched
20230807061350: Check =0

20230807061350:  was not Matched
20230807061354: Check =0

20230807061354:  was not Matched
20230807061359: Check =1

20230807061359:  was Matched
20230807061403: Check =1

20230807061403:  was Matched
20230807061408: Check =0

20230807061408:  was not Matched
20230807061413: Check =0

20230807061413:  was not Matched
20230807061419: Check =1

20230807061419:  was Matched
20230807061425: Check =0

20230807061425:  was not Matched
20230807061430: Check =0

20230807061430:  was not Matched
20230807061436: Check =0

20230807061436:  was not Matched
20230807061442: Check =0

20230807061442:  was not Matched
20230807061447: Check =0

20230807061447:  was not Matched
20230807061453: Check =0

20230807061453:  was not Matched
20230807061500: Check =0

20230807061500:  was not Matched
20230807061505: Check =0

20230807061505:  was not Matched
20230807061511: Check =1

20230807061511:  was Matched
20230807061517: Check =0

20230807061517:  was not Matched
20230807061523: Check =0

20230807061523:  was not Matched
20230807061529: Check =0

20230807061529:  was not Matched
20230807061536: Check =0

20230807061536:  was not Matched
20230807061543: Check =0

20230807061543:  was not Matched
20230807061550: Check =0

20230807061550:  was not Matched
20230807061556: Check =0

20230807061556:  was not Matched
20230807061603: Check =0

20230807061603:  was not Matched
20230807061610: Check =0

20230807061610:  was not Matched
20230807061618: Check =0

20230807061618:  was not Matched
20230807061625: Check =1

20230807061625:  was Matched
20230807061634: Check =0

20230807061634:  was not Matched
20230807061647: Check =0

20230807061647:  was not Matched
20230807061658: Check =0

20230807061658:  was not Matched
20230807061706: Check =0

20230807061706:  was not Matched
20230807061713: Check =0

20230807061713:  was not Matched
20230807061720: Check =0

20230807061720:  was not Matched
20230807061728: Check =0

20230807061728:  was not Matched
20230807061737: Check =0

20230807061737:  was not Matched
20230807061749: Check =0

20230807061749:  was not Matched
20230807061759: Check =0

20230807061759:  was not Matched
20230807061806: Check =0

20230807061806:  was not Matched
20230807061812: Check =1

20230807061812:  was Matched
20230807061819: Check =0

20230807061819:  was not Matched
20230807061825: Check =0

20230807061825:  was not Matched
20230807061833: Check =0

20230807061833:  was not Matched
20230807061839: Check =0

20230807061839:  was not Matched
20230807061844: Check =0

20230807061844:  was not Matched
20230807061849: Check =0

20230807061849:  was not Matched
20230807061854: Check =0

20230807061854:  was not Matched
20230807061859: Check =0

20230807061859:  was not Matched
20230807061905: Check =0

20230807061905:  was not Matched
20230807061910: Check =0

20230807061910:  was not Matched
20230807061916: Check =0

20230807061916:  was not Matched
20230807061921: Check =0

20230807061921:  was not Matched
20230807061927: Check =0

20230807061927:  was not Matched
20230807061935: Check =0

20230807061935:  was not Matched
20230807061942: Check =0

20230807061942:  was not Matched
20230807061950: Check =0

20230807061950:  was not Matched
20230807061957: Check =0

20230807061957:  was not Matched
20230807062005: Check =1

20230807062005:  was Matched
20230807062005:  was not Matched
20230807062015: Check =1

20230807062015:  was Matched
20230807062030: Check =0

20230807062030:  was not Matched
20230807062038: Check =0

20230807062038:  was not Matched
20230807062044: Check =1

20230807062044:  was Matched
20230807062051: Check =0

20230807062051:  was not Matched
20230807062059: Check =0

20230807062059:  was not Matched
20230807062106: Check =0

20230807062106:  was not Matched
20230807062113: Check =0

20230807062113:  was not Matched
20230807062119: Check =0

20230807062119:  was not Matched
20230807062127: Check =0

20230807062127:  was not Matched
20230807062135: Check =0

20230807062135:  was not Matched
20230807062142: Check =0

20230807062142:  was not Matched
20230807062150: Check =1

20230807062150:  was Matched
20230807062200: Check =0

20230807062200:  was not Matched
20230807062209: Check =0

20230807062209:  was not Matched
20230807062218: Check =0

20230807062218:  was not Matched
20230807062225: Check =0

20230807062225:  was not Matched
20230807062232: Check =0

20230807062232:  was not Matched
20230807062239: Check =0

20230807062239:  was not Matched
20230807062245: Check =0

20230807062245:  was not Matched
20230807062254: Check =0

20230807062254:  was not Matched
20230807062301: Check =0

20230807062301:  was not Matched
20230807062308: Check =0

20230807062308:  was not Matched
20230807062318: Check =1

20230807062318:  was Matched
20230807062329: Check =0

20230807062329:  was not Matched
20230807062338: Check =0

20230807062338:  was not Matched
20230807062348: Check =0

20230807062348:  was not Matched
20230807062354: Check =0

20230807062354:  was not Matched
20230807062359: Check =0

20230807062359:  was not Matched
20230807062403: Check =0

20230807062403:  was not Matched
20230807062408: Check =0

20230807062408:  was not Matched
20230807062417: Check =0

20230807062417:  was not Matched
20230807062427: Check =0

20230807062427:  was not Matched
20230807062436: Check =0

20230807062436:  was not Matched
20230807062444: Check =0

20230807062444:  was not Matched
20230807062451: Check =1

20230807062451:  was Matched
20230807062458: Check =0

20230807062458:  was not Matched
20230807062506: Check =0

20230807062506:  was not Matched
20230807062514: Check =0

20230807062514:  was not Matched
20230807062522: Check =0

20230807062522:  was not Matched
20230807062533: Check =0

20230807062533:  was not Matched
20230807062543: Check =0

20230807062543:  was not Matched
20230807062549: Check =0

20230807062549:  was not Matched
20230807062557: Check =0

20230807062557:  was not Matched
20230807062607: Check =0

20230807062607:  was not Matched
20230807062618: Check =0

20230807062618:  was not Matched
20230807062630: Check =0

20230807062630:  was not Matched
20230807062638: Check =0

20230807062638:  was not Matched
20230807062646: Check =0

20230807062646:  was not Matched
20230807062652: Check =0

20230807062652:  was not Matched
20230807062659: Check =0

20230807062659:  was not Matched
20230807062706: Check =0

20230807062706:  was not Matched
20230807062713: Check =0

20230807062713:  was not Matched
20230807062722: Check =1

20230807062722:  was Matched
20230807062735: Check =1

20230807062735:  was Matched
20230807062742: Check =0

20230807062742:  was not Matched
20230807062749: Check =0

20230807062749:  was not Matched
20230807062756: Check =1

